trip_id,driver_id,vehicle_type,pickup_area,dropoff_area,distance_km,time_of_day,day_of_week,traffic_index,weather,planned_duration_min,actual_duration_min,delivery_status,driver_experience_days
1552,116,scooter,tech_park,suburb,17.71,7,Saturday,0.49,rain,44.27,83.34,delayed,835
136,128,scooter,industrial,tech_park,23.41,4,Monday,0.26,,58.52,71.48,on_time,722
1768,128,scooter,old_city,tech_park,6.39,15,Saturday,0.4,clear,15.97,20.35,on_time,416
1460,140,scooter,old_city,old_city,6.08,3,Thursday,0.32,clear,15.2,22.96,on_time,85
1725,111,bike,industrial,old_city,6.34,15,Saturday,0.41,fog,21.13,40.41,delayed,352
1747,141,bike,central,suburb,10.56,23,Saturday,0.44,clear,35.2,53.69,delayed,310
302,127,scooter,central,central,6.81,19,Friday,0.58,rain,17.02,37.65,delayed,509
649,119,bike,central,old_city,6.91,23,Thursday,0.4,clear,23.03,40.5,delayed,365
1177,138,scooter,central,suburb,5.41,11,Wednesday,0.37,rain,13.53,29.98,delayed,755
2030,112,car,old_city,suburb,10.24,19,Saturday,0.64,fog,20.48,54.54,delayed,703
1927,138,bike,central,industrial,7.26,15,Tuesday,0.46,fog,24.2,37.8,on_time,559
438,147,bike,central,old_city,7.27,20,Thursday,0.43,clear,24.23,39.71,delayed,527
453,106,scooter,industrial,old_city,5.67,10,Tuesday,0.7,rain,14.17,50.0,delayed,768
2155,120,scooter,tech_park,suburb,20.05,8,Thursday,0.57,clear,50.12,71.9,delayed,150
806,125,bike,suburb,industrial,10.5,22,Wednesday,0.58,rain,35.0,77.87,delayed,376
2305,128,scooter,industrial,old_city,10.1,13,Monday,0.57,,25.25,52.64,delayed,502
1515,147,scooter,old_city,suburb,10.98,16,Sunday,0.45,clear,27.45,44.45,delayed,862
954,136,scooter,central,central,16.97,6,Monday,0.39,clear,42.42,62.41,delayed,426
1501,148,scooter,suburb,old_city,10.1,10,Monday,0.78,clear,25.25,52.31,delayed,142
2207,135,bike,tech_park,industrial,14.04,22,Tuesday,0.34,clear,46.8,60.24,on_time,907
1026,118,bike,tech_park,tech_park,10.35,19,Monday,0.95,clear,34.5,61.05,delayed,374
1785,141,car,old_city,industrial,4.93,16,Thursday,0.53,clear,9.86,13.25,on_time,152
1312,138,bike,central,suburb,10.37,20,Saturday,0.19,clear,34.57,33.65,on_time,749
1810,131,scooter,suburb,old_city,1.86,10,Monday,0.78,fog,4.65,9.88,on_time,448
2225,101,scooter,industrial,central,16.82,0,Monday,0.46,rain,42.05,83.56,delayed,682
1006,132,scooter,central,industrial,5.7,1,Wednesday,0.23,clear,14.25,28.57,on_time,495
1479,120,scooter,tech_park,industrial,10.46,0,Tuesday,0.35,clear,26.15,37.58,on_time,469
462,136,scooter,tech_park,suburb,22.06,17,Sunday,0.71,clear,55.15,92.07,delayed,737
1949,146,bike,industrial,central,21.74,7,Tuesday,0.53,clear,72.47,119.05,delayed,567
2262,109,car,central,old_city,8.97,23,Sunday,0.22,clear,17.94,22.5,on_time,379
539,147,scooter,central,industrial,12.73,1,Saturday,0.38,fog,31.82,45.25,on_time,689
2038,110,car,old_city,suburb,12.55,3,Thursday,0.18,clear,25.1,,on_time,386
558,117,bike,central,suburb,13.89,20,Thursday,0.49,clear,46.3,69.45,delayed,851
422,106,scooter,old_city,tech_park,22.73,11,Wednesday,0.29,clear,56.82,87.22,delayed,225
634,128,scooter,tech_park,tech_park,24.97,11,Thursday,0.46,rain,62.42,,delayed,991
1976,100,bike,suburb,tech_park,9.13,22,Friday,0.53,clear,30.43,42.31,on_time,124
1965,137,scooter,tech_park,tech_park,13.19,17,Tuesday,0.86,clear,32.97,62.45,delayed,395
1007,139,bike,old_city,tech_park,6.7,19,Thursday,0.95,clear,22.33,51.48,delayed,120
1499,101,bike,central,old_city,2.85,7,Wednesday,0.47,clear,9.5,20.06,on_time,906
2096,111,bike,suburb,central,14.87,3,Tuesday,0.45,clear,49.57,73.54,delayed,515
2299,137,bike,industrial,tech_park,7.45,1,Monday,0.39,clear,24.83,38.69,on_time,673
2291,149,bike,central,central,13.31,5,Friday,0.27,clear,44.37,60.1,delayed,33
1567,110,scooter,suburb,tech_park,24.71,7,Friday,0.27,clear,61.77,80.01,delayed,780
1781,112,car,tech_park,old_city,22.91,12,Monday,0.43,clear,45.82,83.37,delayed,629
1637,128,car,industrial,tech_park,7.81,22,Saturday,0.65,clear,15.62,27.98,on_time,60
472,122,scooter,tech_park,suburb,19.43,2,Sunday,0.43,clear,48.57,69.53,delayed,612
1049,129,bike,suburb,suburb,23.51,13,Sunday,0.36,clear,78.37,103.25,delayed,744
1221,143,scooter,central,old_city,18.35,3,Tuesday,0.14,clear,45.88,59.06,on_time,752
133,104,bike,old_city,old_city,24.28,14,Sunday,0.19,clear,80.93,105.09,delayed,891
1789,100,car,industrial,central,24.43,11,Monday,0.47,clear,48.86,75.16,delayed,63
1137,148,car,tech_park,old_city,19.11,0,Sunday,0.64,clear,38.22,71.22,delayed,392
2268,144,car,tech_park,suburb,2.32,18,Sunday,0.87,clear,4.64,15.69,on_time,446
213,145,scooter,suburb,industrial,20.32,19,Friday,0.93,clear,50.8,95.36,delayed,972
207,143,car,tech_park,suburb,20.66,11,Thursday,0.33,clear,41.32,56.17,on_time,704
1551,146,scooter,suburb,old_city,21.57,18,Saturday,0.77,clear,53.92,106.62,delayed,134
893,127,bike,industrial,suburb,20.14,7,Saturday,0.39,clear,67.13,92.11,delayed,371
652,141,bike,old_city,industrial,8.27,1,Saturday,0.62,clear,27.57,59.72,delayed,385
102,115,scooter,central,suburb,3.2,6,Thursday,0.39,clear,8.0,1.0,early,171
2276,139,scooter,industrial,suburb,11.01,10,Thursday,0.84,clear,27.52,45.43,delayed,78
1092,142,scooter,tech_park,central,21.02,6,Monday,0.33,clear,52.55,74.46,delayed,897
1005,131,bike,central,tech_park,16.51,7,Thursday,0.34,clear,55.03,73.94,delayed,253
997,143,scooter,central,central,23.88,16,Friday,0.47,clear,59.7,91.4,delayed,52
1683,136,car,industrial,central,12.27,5,Tuesday,0.53,rain,24.54,38.81,on_time,110
431,147,bike,tech_park,tech_park,,19,Saturday,0.73,clear,16.9,27.6,on_time,617
1495,119,scooter,central,suburb,12.23,2,Tuesday,0.16,fog,30.57,54.57,delayed,894
2315,146,scooter,industrial,industrial,18.5,5,Friday,0.25,clear,46.25,52.41,on_time,651
393,101,car,suburb,suburb,15.85,23,Monday,0.44,clear,31.7,37.3,on_time,936
2386,110,bike,central,tech_park,22.96,7,Sunday,0.42,clear,76.53,105.82,delayed,492
923,127,car,suburb,old_city,3.58,22,Sunday,0.25,fog,7.16,16.33,on_time,95
158,139,bike,old_city,old_city,6.85,20,Thursday,0.31,rain,22.83,45.24,delayed,190
1239,112,car,old_city,industrial,6.86,0,Monday,0.32,rain,13.72,25.59,on_time,131
761,131,bike,old_city,tech_park,4.8,0,Wednesday,0.49,clear,16.0,29.58,on_time,279
290,134,scooter,industrial,industrial,21.77,19,Sunday,0.65,rain,54.42,116.49,delayed,912
184,125,scooter,old_city,central,1.26,1,Friday,0.31,clear,3.15,18.08,on_time,99
1617,117,bike,tech_park,tech_park,8.13,19,Wednesday,0.76,rain,27.1,67.28,delayed,461
817,112,bike,central,tech_park,5.78,10,Friday,0.69,fog,19.27,35.88,delayed,669
253,105,bike,central,tech_park,23.34,0,Wednesday,0.43,clear,77.8,,delayed,170
1468,129,car,suburb,tech_park,8.17,12,Wednesday,0.17,clear,16.34,9.49,early,195
977,121,bike,central,industrial,8.67,0,Saturday,0.19,rain,28.9,40.14,on_time,836
677,132,scooter,old_city,suburb,8.16,22,Saturday,0.63,clear,20.4,49.24,delayed,278
2489,120,bike,central,industrial,3.83,14,Monday,0.56,fog,12.77,29.78,delayed,244
90,136,bike,suburb,tech_park,20.56,8,Saturday,0.6,clear,68.53,110.15,delayed,617
17,102,scooter,old_city,old_city,23.57,7,Sunday,0.42,clear,58.92,98.62,delayed,793
2236,132,bike,suburb,industrial,5.94,15,Wednesday,0.52,clear,19.8,31.25,on_time,450
1628,147,scooter,suburb,suburb,9.06,6,Tuesday,0.21,clear,22.65,33.19,on_time,147
1369,147,car,old_city,old_city,18.5,16,Sunday,0.38,clear,37.0,53.66,delayed,357
2181,122,car,industrial,industrial,23.51,22,Sunday,0.57,rain,47.02,93.25,delayed,162
1671,137,scooter,suburb,tech_park,4.27,6,Saturday,0.5,clear,10.67,25.09,on_time,136
234,141,scooter,tech_park,tech_park,23.94,4,Wednesday,0.55,rain,59.85,128.59,delayed,398
351,107,bike,industrial,suburb,9.82,11,Monday,0.49,clear,32.73,49.44,delayed,625
2227,144,scooter,old_city,suburb,20.91,22,Wednesday,0.21,clear,52.27,69.74,delayed,338
2341,102,bike,industrial,central,18.94,5,Wednesday,0.27,clear,63.13,75.99,on_time,635
1270,144,bike,central,tech_park,9.27,13,Monday,0.43,clear,30.9,43.11,on_time,641
103,129,scooter,suburb,tech_park,2.01,0,Friday,0.52,clear,5.02,2.28,on_time,834
531,116,bike,industrial,tech_park,18.34,8,Wednesday,0.68,rain,61.13,132.39,delayed,353
1692,115,car,central,tech_park,1.16,19,Monday,0.78,clear,2.32,,on_time,926
1716,137,bike,suburb,industrial,16.72,23,Sunday,0.3,clear,55.73,71.08,delayed,931
1033,112,bike,central,central,3.5,1,Saturday,0.42,clear,11.67,14.91,on_time,333
1227,145,scooter,tech_park,suburb,6.35,2,Sunday,0.28,clear,15.87,21.4,on_time,563
2401,131,car,suburb,industrial,18.72,16,Sunday,0.41,clear,37.44,54.56,delayed,909
1371,115,scooter,tech_park,suburb,12.17,23,Sunday,0.18,clear,30.42,32.24,on_time,102
1414,107,bike,industrial,tech_park,10.97,23,Saturday,0.22,rain,36.57,61.89,delayed,614
2174,132,scooter,central,central,13.12,21,Thursday,0.41,clear,32.8,40.91,on_time,350
1827,128,scooter,old_city,central,7.21,12,Saturday,0.15,clear,18.02,22.33,on_time,750
2253,142,car,tech_park,central,,7,Tuesday,0.29,clear,9.56,18.89,on_time,582
1902,101,bike,industrial,industrial,19.71,11,Friday,0.45,clear,65.7,101.27,delayed,798
1581,138,bike,tech_park,central,16.09,18,Monday,0.78,clear,53.63,95.43,delayed,912
658,108,bike,central,central,4.83,5,Friday,0.42,fog,16.1,148.41,delayed,43
1605,110,scooter,suburb,industrial,21.84,9,Wednesday,0.67,rain,54.6,116.18,delayed,438
153,101,bike,tech_park,suburb,10.7,21,Friday,0.52,fog,35.67,65.2,delayed,196
1344,112,scooter,tech_park,central,16.71,10,Friday,0.62,clear,41.77,71.63,delayed,669
2317,124,bike,suburb,central,4.81,14,Tuesday,0.35,clear,16.03,24.23,on_time,616
1825,104,bike,old_city,industrial,11.19,3,Wednesday,0.23,fog,37.3,47.79,on_time,481
1143,135,bike,old_city,industrial,11.47,22,Sunday,0.44,clear,38.23,65.31,delayed,943
408,137,bike,industrial,tech_park,17.17,21,Thursday,0.42,rain,57.23,112.3,delayed,240
2271,125,car,central,suburb,19.4,2,Wednesday,0.44,clear,38.8,58.87,delayed,537
1348,144,car,old_city,central,,4,Saturday,0.56,fog,24.72,51.04,delayed,653
247,112,scooter,suburb,tech_park,23.92,5,Tuesday,0.27,rain,59.8,97.83,delayed,479
2191,137,scooter,industrial,suburb,13.6,19,Thursday,0.8,clear,34.0,62.92,delayed,66
689,123,car,suburb,central,24.87,8,Thursday,0.82,clear,49.74,239.25,delayed,239
276,117,scooter,tech_park,old_city,14.77,17,Thursday,0.93,rain,36.92,109.05,delayed,433
1556,126,car,old_city,old_city,9.7,0,Tuesday,0.52,clear,19.4,41.63,delayed,159
1212,112,bike,tech_park,tech_park,13.89,12,Sunday,0.38,clear,46.3,54.46,on_time,921
1295,149,bike,old_city,tech_park,16.65,15,Saturday,0.29,clear,55.5,93.27,delayed,390
398,125,bike,central,suburb,21.21,6,Thursday,0.54,rain,70.7,144.21,delayed,952
644,147,car,industrial,suburb,19.41,13,Thursday,0.21,clear,38.82,45.24,on_time,580
2391,136,scooter,tech_park,suburb,11.94,1,Saturday,0.54,clear,29.85,47.22,delayed,422
2348,149,scooter,industrial,industrial,6.5,3,Sunday,0.51,clear,16.25,23.47,on_time,310
927,123,car,old_city,tech_park,13.25,7,Saturday,0.44,clear,26.5,45.58,delayed,859
1186,121,bike,central,tech_park,24.06,10,Saturday,0.77,clear,80.2,147.76,delayed,616
252,148,bike,central,suburb,19.79,17,Saturday,0.72,rain,65.97,148.27,delayed,966
950,128,scooter,industrial,tech_park,20.0,17,Tuesday,0.82,clear,50.0,84.51,delayed,85
581,122,scooter,central,tech_park,23.85,2,Wednesday,0.31,clear,59.62,81.72,delayed,900
288,125,bike,old_city,suburb,1.39,10,Thursday,0.7,clear,4.63,12.79,on_time,703
2241,144,bike,tech_park,industrial,4.41,9,Thursday,0.7,rain,14.7,41.41,delayed,626
2199,147,bike,suburb,tech_park,6.66,2,Sunday,0.34,clear,22.2,36.6,on_time,763
1963,125,scooter,old_city,tech_park,23.26,11,Monday,0.2,clear,58.15,78.11,delayed,292
1430,101,bike,tech_park,central,12.33,6,Thursday,0.57,clear,41.1,64.37,delayed,924
487,121,bike,old_city,industrial,15.74,20,Wednesday,0.32,clear,52.47,85.4,delayed,386
1599,108,bike,central,central,23.89,2,Friday,0.23,rain,79.63,132.72,delayed,561
1315,113,scooter,suburb,old_city,10.71,6,Monday,0.3,fog,26.78,47.68,delayed,720
1054,117,bike,central,industrial,13.35,8,Tuesday,0.87,clear,44.5,84.72,delayed,34
2128,144,car,central,industrial,13.26,17,Monday,0.86,rain,26.52,67.75,delayed,68
867,128,bike,suburb,tech_park,22.0,1,Tuesday,0.33,clear,73.33,94.46,delayed,408
1975,126,scooter,central,industrial,4.17,10,Sunday,0.84,clear,10.42,17.41,on_time,160
861,105,scooter,old_city,old_city,,23,Thursday,0.14,clear,26.22,32.11,on_time,340
1463,133,car,old_city,suburb,6.2,21,Friday,0.39,clear,12.4,18.97,on_time,232
2335,102,car,industrial,central,17.58,10,Tuesday,0.96,clear,35.16,73.85,delayed,256
1639,107,car,tech_park,suburb,24.48,16,Saturday,0.5,clear,48.96,74.84,delayed,449
1555,110,car,old_city,suburb,19.18,5,Monday,0.51,rain,38.36,86.88,delayed,566
1399,147,bike,old_city,industrial,16.08,8,Tuesday,0.64,clear,53.6,111.72,delayed,464
2003,114,bike,industrial,tech_park,9.99,19,Tuesday,0.88,clear,33.3,54.33,delayed,304
437,117,bike,industrial,suburb,12.35,15,Thursday,0.41,rain,41.17,68.97,delayed,325
2370,137,bike,industrial,tech_park,11.52,0,Saturday,0.41,rain,38.4,72.18,delayed,173
971,116,bike,industrial,suburb,15.96,10,Wednesday,0.61,clear,53.2,89.63,delayed,106
1566,126,bike,tech_park,suburb,5.75,13,Thursday,0.46,clear,19.17,19.61,on_time,583
574,111,scooter,industrial,suburb,23.32,20,Monday,0.25,clear,58.3,72.21,on_time,81
402,113,car,old_city,central,16.96,13,Friday,0.24,clear,33.92,44.78,on_time,710
533,139,bike,central,central,24.83,12,Thursday,0.22,rain,82.77,125.78,delayed,864
2381,117,scooter,suburb,old_city,3.32,3,Tuesday,0.53,clear,8.3,8.64,on_time,85
687,143,car,tech_park,industrial,10.31,1,Wednesday,0.53,clear,20.62,34.77,on_time,353
1278,142,bike,old_city,tech_park,14.41,15,Thursday,0.44,rain,48.03,107.75,delayed,750
1342,106,scooter,industrial,suburb,10.88,22,Wednesday,0.21,clear,27.2,31.67,on_time,575
2177,118,scooter,old_city,industrial,13.37,18,Tuesday,0.83,clear,33.42,78.82,delayed,861
2267,134,scooter,industrial,old_city,14.39,3,Tuesday,0.17,rain,35.98,64.46,delayed,247
604,107,car,tech_park,tech_park,10.62,3,Friday,0.21,clear,21.24,17.26,on_time,92
1467,141,scooter,suburb,industrial,13.09,14,Saturday,0.35,clear,32.72,40.79,on_time,165
249,138,car,central,central,16.37,20,Friday,0.39,clear,32.74,30.41,on_time,39
625,115,scooter,suburb,old_city,18.31,10,Tuesday,0.87,rain,45.77,142.23,delayed,678
1655,112,scooter,tech_park,old_city,17.17,11,Tuesday,0.51,clear,42.93,75.77,delayed,369
470,131,car,central,tech_park,10.64,18,Tuesday,0.6,fog,21.28,38.15,delayed,490
1923,110,scooter,old_city,tech_park,6.63,2,Monday,0.56,fog,16.57,31.87,delayed,292
1331,136,scooter,central,central,8.64,18,Saturday,0.88,clear,21.6,38.7,delayed,450
308,149,car,tech_park,tech_park,2.69,9,Thursday,0.88,rain,5.38,8.12,on_time,625
929,149,bike,old_city,suburb,4.66,7,Monday,0.36,clear,15.53,20.15,on_time,823
996,114,scooter,industrial,suburb,7.21,13,Monday,0.44,fog,18.02,29.18,on_time,887
888,114,scooter,tech_park,industrial,11.3,8,Saturday,0.69,clear,28.25,44.53,delayed,149
1938,114,bike,tech_park,central,18.48,3,Wednesday,0.33,clear,61.6,86.86,delayed,170
553,144,car,industrial,industrial,6.23,11,Friday,0.44,clear,12.46,17.96,on_time,45
1442,131,scooter,tech_park,old_city,12.56,18,Saturday,0.63,clear,31.4,64.75,delayed,122
326,111,scooter,industrial,central,15.03,17,Thursday,0.72,fog,37.57,75.74,delayed,398
1303,129,scooter,tech_park,industrial,18.51,4,Wednesday,0.22,rain,46.27,79.12,delayed,172
500,127,car,tech_park,old_city,2.91,4,Sunday,0.55,clear,5.82,11.0,on_time,965
2395,147,bike,tech_park,central,18.2,22,Wednesday,0.32,clear,60.67,78.0,delayed,250
1907,149,scooter,suburb,central,17.82,15,Sunday,0.52,clear,44.55,60.96,delayed,256
1067,111,scooter,old_city,old_city,23.18,5,Wednesday,0.44,clear,57.95,99.84,delayed,918
1859,128,bike,suburb,central,11.93,16,Monday,0.38,rain,39.77,71.05,delayed,838
1089,107,bike,industrial,central,14.1,22,Saturday,0.59,clear,47.0,71.31,delayed,151
1674,138,car,industrial,tech_park,1.55,7,Tuesday,0.57,rain,3.1,1.0,on_time,929
1357,132,scooter,tech_park,central,20.2,17,Friday,0.93,clear,50.5,93.83,delayed,820
1230,139,bike,old_city,suburb,11.48,9,Saturday,0.55,rain,38.27,96.57,delayed,940
662,133,bike,industrial,old_city,6.27,2,Friday,0.47,rain,20.9,46.46,delayed,551
1194,118,bike,suburb,suburb,13.89,19,Tuesday,0.9,clear,46.3,82.51,delayed,933
2171,106,car,suburb,tech_park,24.7,13,Tuesday,0.51,fog,49.4,89.69,delayed,301
411,139,car,old_city,industrial,22.79,3,Monday,0.54,clear,45.58,84.47,delayed,850
2231,110,bike,tech_park,industrial,24.08,14,Wednesday,0.35,clear,80.27,110.65,delayed,763
2007,149,car,central,old_city,18.72,3,Thursday,0.56,clear,37.44,74.07,delayed,694
2435,134,bike,tech_park,old_city,23.87,14,Wednesday,0.48,clear,79.57,149.27,delayed,825
638,121,scooter,suburb,tech_park,5.56,5,Thursday,0.34,clear,13.9,16.7,on_time,695
1787,111,scooter,central,central,17.96,12,Thursday,0.28,clear,44.9,50.3,on_time,870
1346,126,scooter,old_city,suburb,19.26,2,Sunday,0.29,clear,48.15,,delayed,457
551,126,scooter,suburb,suburb,5.42,21,Friday,0.53,clear,13.55,24.13,on_time,628
2240,109,scooter,industrial,old_city,6.21,19,Wednesday,0.73,clear,15.52,30.14,on_time,495
2144,106,scooter,industrial,suburb,2.5,2,Friday,0.49,clear,6.25,11.69,on_time,145
73,138,car,tech_park,central,8.48,4,Wednesday,0.33,clear,16.96,24.95,on_time,894
1941,133,bike,industrial,tech_park,9.21,8,Sunday,0.92,clear,30.7,55.11,delayed,116
324,108,bike,tech_park,suburb,22.8,22,Sunday,0.48,rain,76.0,153.76,delayed,514
1524,125,bike,industrial,suburb,13.15,14,Friday,0.4,clear,43.83,61.85,delayed,970
534,134,scooter,old_city,tech_park,17.63,6,Friday,0.37,clear,44.07,71.61,delayed,149
2055,128,scooter,old_city,suburb,17.89,3,Saturday,0.52,clear,44.73,79.14,delayed,124
681,104,scooter,central,tech_park,9.31,14,Friday,0.33,clear,23.27,38.69,delayed,792
1260,103,car,old_city,tech_park,8.71,13,Wednesday,0.47,clear,17.42,34.25,delayed,322
1320,120,bike,central,central,8.16,3,Saturday,0.6,clear,27.2,44.18,delayed,629
332,147,bike,suburb,central,19.3,22,Sunday,0.26,fog,64.33,90.23,delayed,738
1935,143,bike,industrial,industrial,15.49,4,Tuesday,0.44,rain,51.63,95.53,delayed,938
262,141,scooter,central,suburb,5.36,6,Friday,0.42,clear,13.4,19.13,on_time,854
196,118,bike,tech_park,old_city,9.39,8,Monday,0.59,clear,31.3,62.56,delayed,356
2466,106,scooter,old_city,suburb,16.47,5,Wednesday,0.45,rain,41.17,97.14,delayed,203
573,137,bike,suburb,industrial,18.26,9,Monday,0.69,fog,60.87,120.14,delayed,964
2378,145,bike,tech_park,tech_park,11.58,5,Friday,0.5,clear,38.6,68.29,delayed,351
1236,133,scooter,central,industrial,15.71,21,Saturday,0.26,clear,39.27,44.01,on_time,263
192,135,scooter,old_city,old_city,4.25,19,Monday,0.8,clear,10.62,22.13,on_time,443
1123,139,bike,industrial,suburb,17.88,3,Wednesday,0.57,clear,59.6,94.73,delayed,731
93,135,scooter,industrial,suburb,10.52,23,Saturday,0.29,clear,26.3,27.77,on_time,273
2209,144,scooter,tech_park,tech_park,24.26,5,Tuesday,0.33,clear,60.65,74.95,on_time,153
109,149,car,tech_park,industrial,20.79,23,Tuesday,0.52,rain,41.58,87.67,delayed,121
2438,136,scooter,suburb,central,21.9,2,Wednesday,0.29,rain,54.75,86.04,delayed,212
313,101,car,old_city,suburb,8.12,21,Monday,0.33,rain,16.24,39.29,delayed,703
1598,128,bike,suburb,industrial,24.19,3,Wednesday,0.49,clear,80.63,,delayed,708
1578,104,car,tech_park,old_city,18.17,22,Friday,0.47,rain,36.34,85.74,delayed,279
412,123,scooter,tech_park,central,21.0,21,Monday,0.58,fog,52.5,,delayed,36
78,122,scooter,industrial,tech_park,10.1,20,Monday,0.4,clear,25.25,32.87,on_time,832
1494,108,scooter,central,industrial,1.84,23,Monday,0.45,clear,4.6,6.95,on_time,707
1759,100,car,central,suburb,2.51,7,Saturday,0.47,clear,5.02,2.7,on_time,230
2040,139,scooter,tech_park,old_city,18.12,16,Friday,0.42,rain,45.3,93.05,delayed,824
2131,148,bike,tech_park,old_city,2.91,13,Tuesday,0.49,clear,9.7,16.73,on_time,334
2143,114,bike,old_city,tech_park,18.24,20,Sunday,0.34,clear,60.8,96.64,delayed,379
922,147,bike,industrial,central,17.1,8,Sunday,0.54,clear,57.0,84.96,delayed,484
1413,121,scooter,industrial,suburb,21.62,5,Tuesday,0.53,fog,54.05,96.93,delayed,236
1406,146,scooter,industrial,central,2.51,19,Tuesday,0.8,clear,6.27,10.34,on_time,965
1962,121,scooter,central,old_city,10.28,20,Sunday,0.61,clear,25.7,44.14,delayed,823
1676,146,car,suburb,industrial,5.37,6,Friday,0.54,clear,10.74,2.89,early,982
2249,130,scooter,old_city,tech_park,8.65,15,Monday,0.57,clear,21.62,30.16,on_time,398
1034,138,scooter,old_city,old_city,18.87,13,Monday,0.15,clear,47.17,62.85,delayed,46
594,147,bike,industrial,central,8.72,19,Tuesday,0.72,clear,29.07,43.36,on_time,256
913,110,scooter,tech_park,tech_park,17.71,21,Saturday,0.37,clear,44.27,57.57,on_time,881
1713,122,scooter,suburb,central,4.05,19,Monday,0.76,clear,10.12,14.66,on_time,621
1554,138,bike,central,tech_park,1.85,13,Friday,0.4,fog,6.17,16.35,on_time,728
2091,127,scooter,industrial,old_city,6.38,8,Sunday,0.94,rain,15.95,49.18,delayed,534
257,140,bike,tech_park,tech_park,10.98,1,Monday,0.44,rain,36.6,71.87,delayed,202
694,102,scooter,tech_park,old_city,2.11,2,Sunday,0.39,clear,5.27,14.35,on_time,382
1243,113,car,industrial,tech_park,7.5,9,Monday,0.76,clear,15.0,17.74,on_time,926
1510,134,bike,tech_park,central,3.74,15,Wednesday,0.39,rain,12.47,22.16,on_time,543
742,124,scooter,central,suburb,9.54,4,Friday,0.52,clear,23.85,30.97,on_time,590
121,101,scooter,industrial,tech_park,4.59,20,Tuesday,0.42,fog,11.47,23.24,on_time,758
1028,115,bike,old_city,old_city,17.65,21,Wednesday,0.54,clear,58.83,110.57,delayed,847
1509,105,bike,suburb,central,21.65,22,Thursday,0.39,clear,72.17,100.4,delayed,415
695,131,scooter,central,old_city,24.1,21,Tuesday,0.43,clear,60.25,93.74,delayed,898
1292,141,scooter,tech_park,tech_park,18.85,23,Friday,0.47,clear,47.12,64.53,delayed,870
671,146,scooter,central,suburb,3.77,17,Saturday,0.78,rain,9.42,28.37,delayed,265
1146,123,car,old_city,industrial,20.01,23,Monday,0.38,rain,40.02,93.88,delayed,170
874,126,bike,old_city,tech_park,2.0,19,Tuesday,0.69,clear,6.67,12.78,on_time,135
228,134,car,tech_park,suburb,22.84,16,Sunday,0.42,clear,45.68,69.45,delayed,825
442,133,car,tech_park,tech_park,11.24,8,Wednesday,0.56,clear,22.48,32.23,on_time,785
2402,137,bike,suburb,tech_park,1.24,19,Sunday,0.68,clear,4.13,5.83,on_time,210
1820,123,scooter,tech_park,central,8.57,2,Monday,0.44,rain,21.43,32.15,on_time,366
2369,114,bike,industrial,tech_park,8.51,3,Tuesday,0.25,clear,28.37,38.54,on_time,643
113,118,scooter,suburb,central,24.11,14,Saturday,0.56,clear,60.27,96.47,delayed,430
2023,115,scooter,old_city,old_city,15.66,14,Wednesday,0.67,clear,39.15,63.79,delayed,62
1896,107,car,industrial,industrial,3.74,12,Tuesday,0.41,rain,7.48,12.83,on_time,695
1082,108,scooter,old_city,old_city,15.92,0,Thursday,0.43,clear,39.8,,delayed,719
1021,145,car,industrial,industrial,19.0,11,Sunday,0.39,clear,38.0,56.76,delayed,108
579,125,scooter,suburb,central,1.76,20,Wednesday,0.56,clear,4.4,6.48,on_time,585
823,135,scooter,central,tech_park,23.53,0,Thursday,0.33,clear,58.83,88.89,delayed,493
2020,147,bike,old_city,old_city,21.77,14,Tuesday,0.48,clear,72.57,,delayed,358
37,109,car,industrial,central,18.56,3,Tuesday,0.35,rain,37.12,57.48,delayed,724
1543,128,scooter,central,suburb,2.0,12,Wednesday,0.46,clear,5.0,5.21,on_time,646
1160,127,scooter,industrial,tech_park,18.28,2,Monday,0.41,clear,45.7,63.6,delayed,636
1929,113,bike,suburb,tech_park,20.91,11,Monday,0.19,clear,69.7,86.44,delayed,350
1983,117,bike,central,central,3.19,13,Thursday,0.53,rain,10.63,21.52,on_time,272
648,100,car,central,industrial,9.32,19,Friday,0.92,clear,18.64,33.78,delayed,819
1982,119,bike,old_city,tech_park,4.98,3,Sunday,0.24,clear,16.6,16.82,on_time,904
730,115,scooter,suburb,suburb,20.69,19,Tuesday,0.73,clear,51.73,90.33,delayed,144
42,145,scooter,suburb,central,,1,Friday,0.32,clear,51.8,69.59,delayed,394
2266,107,bike,old_city,central,15.9,6,Tuesday,0.35,clear,53.0,86.4,delayed,158
2371,146,bike,industrial,central,23.69,14,Sunday,0.52,clear,78.97,116.04,delayed,288
43,100,scooter,central,central,15.21,3,Saturday,0.46,clear,38.02,50.41,on_time,560
1211,135,bike,suburb,old_city,1.3,20,Sunday,0.27,fog,4.33,11.27,on_time,699
2051,142,scooter,industrial,central,9.06,21,Thursday,0.5,clear,22.65,32.97,on_time,919
1662,110,bike,old_city,tech_park,6.35,6,Monday,0.44,clear,21.17,41.37,delayed,691
1242,105,scooter,suburb,old_city,5.16,21,Friday,0.32,,12.9,18.21,on_time,864
2498,134,scooter,tech_park,industrial,5.64,18,Wednesday,0.78,rain,14.1,30.1,delayed,856
686,108,car,suburb,central,11.92,13,Monday,0.36,clear,23.84,32.67,on_time,972
28,148,bike,industrial,old_city,8.84,7,Friday,0.47,clear,29.47,43.92,on_time,803
